property1,property2,property3,property4,property6,property7,index,url
"Jerusalem, Cave Chapel of St Pelagia",,,,31.77868549,35.2449882,1119,http://mappinggothic.org/building/1983
"Jerusalem, St Peter of the Cock Crow (?)",,,,31.77131586,35.23220479,1120,http://mappinggothic.org/building/1984
"Jerusalem, Church of St Peter In Fetters",,,,31.77363946,35.23154765,1121,http://mappinggothic.org/building/1985
"Jerusalem, Monastery Church of St Procopius",,,,31.76697864,35.22780597,1122,http://mappinggothic.org/building/1986
"Jerusalem, Church and Hospice of St Sabas (DarDisy)",,,,31.77569621,35.22910684,1123,http://mappinggothic.org/building/1987
"Jerusalem, Monastery Church of St Sarkis (Unlocated)",,,,,,1124,http://mappinggothic.org/building/1988
"Jerusalem, Church of St Saviour in Gethsemane",,,,31.77918483,35.24004757,1125,http://mappinggothic.org/building/1989
"Jerusalem, Church of St Saviour (Dair Habs al-Masih) on Mount Sion",,,,31.77239672,35.22944748,1126,http://mappinggothic.org/building/1990
"Jerusalem, Church of St Stephen",,,,31.78483704,35.22936165,1127,http://mappinggothic.org/building/1991
"Jerusalem, Armenian Church of St Stephen",,,,31.77331566,35.23022801,1128,http://mappinggothic.org/building/1992
"Jerusalem, Church and Hospital of St Stephen of Hungary, or St Mary and St Stephen",,,,31.77912783,35.23074031,1129,http://mappinggothic.org/building/1993
"Jerusalem, Monastery Church of St Thecla",,,,31.77825683,35.22931874,1130,http://mappinggothic.org/building/1994
"Jerusalem, Monastery Church of St Theodore (Mar Thadrus)",,,,31.77843696,35.22731513,1131,http://mappinggothic.org/building/1995
"Jerusalem, Church of St Theodore (St T’oros)",,,,31.77486622,35.2295199,1132,http://mappinggothic.org/building/1996
"Jerusalem, Church of St Thomas",,,,31.77502127,35.22917122,1133,http://mappinggothic.org/building/1997
"Jerusalem, Chapel of the Sheep Pool",,,,31.78158694,35.23624115,1134,http://mappinggothic.org/building/1998
"Jerusalem, Dome of the Rock (Templum Domini)",,,,31.77800373,35.23545563,1135,http://mappinggothic.org/building/1999
"Jerusalem, al-Aqsa Mosque (Palathim Salomonis)",,,,31.77602456,35.23621738,1136,http://mappinggothic.org/building/2000
"Jerusalem, Adjacent Church of the Templars",,,,31.77636658,35.23519814,1137,http://mappinggothic.org/building/2001
"Jerusalem, Possible Church at the Zawiya al-Lu’Iu iya",,,,31.78175447,35.23109972,1138,http://mappinggothic.org/building/2002
"Acre, Cathedral Church of the Holy Cross",,,,32.92277047,35.07242441,1139,http://mappinggothic.org/building/2003
"Acre, Palace of the Bishop of Acre",,,,32.92242149,35.0726068,1140,http://mappinggothic.org/building/2004
"Acre, Palace of the Archbishop of Tyre",,,,,,1141,http://mappinggothic.org/building/2005
"Acre, Church of the Anconitans",,,,32.91933693,35.07812679,1142,http://mappinggothic.org/building/2006
"Acre, Armenian Hospital",,,,,,1143,http://mappinggothic.org/building/2007
"Acre, House of the Bishop and Chapter of Bethlehem",,,,32.92000789,35.06760716,1144,http://mappinggothic.org/building/2008
"Acre, Hospital of the Brothers and/or Sisters of Bethlehem",,,,32.92732055,35.06980658,1145,http://mappinggothic.org/building/2009
"Acre, House of the Carpitanae of Antioch (Unlocated)",,,,,,1146,http://mappinggothic.org/building/2010
"Acre, Chapel of Alice, Countess of Blois (Unlocated)",,,,,,1147,http://mappinggothic.org/building/2011
"Acre, House of the Dominicans (Preaching Friars)",,,,32.92222787,35.06711364,1148,http://mappinggothic.org/building/2012
"Acre, House of the Franciscans (Friars Minor)",,,,32.92658211,35.0746882,1149,http://mappinggothic.org/building/2013
"Acre, House of the Friars of the Sack",,,,32.92281775,35.06821334,1150,http://mappinggothic.org/building/2014
"Acre, House or Palace of the Bishop of Hebron",,,,,,1151,http://mappinggothic.org/building/2015
"Acre, Church of the Holy Sepulchre",,,,32.92222337,35.07363677,1152,http://mappinggothic.org/building/2016
"Acre, Palace of the Patriarch of Jerusalem",,,,32.9219712,35.07363677,1153,http://mappinggothic.org/building/2017
"Acre, Hospital of the Holy Spirit",,,,32.91935269,35.06759644,1154,http://mappinggothic.org/building/2018
"Acre, House of the Holy Trinity and Captives",,,,32.92595172,35.06845474,1155,http://mappinggothic.org/building/2019
"Acre, House of the Magdalenes (or Convertite Sisters)",,,,32.92586167,35.07320762,1156,http://mappinggothic.org/building/2020
"Acre, Church of the Maronites",,,,,,1157,http://mappinggothic.org/building/2021
"Acre, Masjid ar-RamI (Sand Mosque) or Masjid ash-Sha bi",,,,32.92190816,35.07068634,1158,http://mappinggothic.org/building/2022
"Acre, Abbey of the Mount of Olives (Unlocated)",,,,,,1159,http://mappinggothic.org/building/2023
"Acre, House of the Abbot and Monks of Mount Tabor",,,,32.9195801,35.07783711,1160,http://mappinggothic.org/building/2024
"Acre, Church of St Andrew",,,,32.92015199,35.06734431,1161,http://mappinggothic.org/building/2025
"Acre, St Andrew Outside the Walls",,,,,,1162,http://mappinggothic.org/building/2026
"Acre, Abbey Church of St Anne",,,,32.91912078,35.06851375,1163,http://mappinggothic.org/building/2027
"Acre, Church and Hospital of St Antony",,,,32.92531233,35.07479548,1164,http://mappinggothic.org/building/2028
"Acre, Leper Hospital of St Bartholomew of Beirut",,,,32.92833815,35.07340074,1165,http://mappinggothic.org/building/2029
"Acre, Church and Hospital of St Brigid",,,,32.92861731,35.06906629,1166,http://mappinggothic.org/building/2030
"Acre, Hospital of St Catherine of the Battlefie!d",,,,32.92629393,35.06945252,1167,http://mappinggothic.org/building/2031
"Acre, Church of St Catherine (of Mount Sinai) (Untocated)",,,,,,1168,http://mappinggothic.org/building/2032
"Acre, Monastery of St Clare (Poor Clares) (Unlocated)",,,,,,1169,http://mappinggothic.org/building/2033
"Acre, Church of St Demetrius",,,,32.92001239,35.07017136,1170,http://mappinggothic.org/building/2034
"Acre, Church and Hospital of St Denys",,,,32.92512321,35.07068634,1171,http://mappinggothic.org/building/2035
"Acre, Confraternity of St Edward the Confessor",,,,,,1172,http://mappinggothic.org/building/2036
"Acre, Church of St Elide (Unlocated)",,,,,,1173,http://mappinggothic.org/building/2037
"Acre, Church ofSt George of Lydda",,,,,,1174,http://mappinggothic.org/building/2038
"Acre, Church of St George of the Greeks",,,,,,1175,http://mappinggothic.org/building/2039
"Acre, Church of St George of the Portico, later St Sabas",,,,,,1176,http://mappinggothic.org/building/2040
"Acre, Church and Hospital of St Giles",,,,,,1177,http://mappinggothic.org/building/2041
"Acre, Church of St James",,,,32.92277723,35.06982267,1178,http://mappinggothic.org/building/2042
"Acre, Church and Hospital of St John the Baptist",,,,32.92353713,35.06980777,1179,http://mappinggothic.org/building/2043
"Acre, House ofthe Sisters of St John",,,,32.92340763,35.06858349,1180,http://mappinggothic.org/building/2044
"Acre, The Hospitallers’ Auberge in Montmusard",,,,,,1181,http://mappinggothic.org/building/2045
"Acre, Nunnery Church of St John of the Greeks",,,,32.92498813,35.07297158,1182,http://mappinggothic.org/building/2046
"Acre, Parish Church of St Laurence of the Genoese",,,,32.92143985,35.06824553,1183,http://mappinggothic.org/building/2047
"Acre, Church of St Laurence of the Knights (?)",,,,,,1184,http://mappinggothic.org/building/2048
"Acre, Church and Monastery of St Lazarus of Bethany",,,,32.92255658,35.07467747,1185,http://mappinggothic.org/building/2049
"Acre, Church and Hospital of St Lazarus of the Knights",,,,32.92992306,35.07050395,1186,http://mappinggothic.org/building/2050
"Acre, Abbey Church of St Leonard",,,,32.92272319,35.07893682,1187,http://mappinggothic.org/building/2051
"Acre, Parish Church of St Mark of the Venetians",,,,32.92037264,35.07001579,1188,http://mappinggothic.org/building/2052
"Acre, Hospital of St Martin of the Bretons",,,,32.92939176,35.0695169,1189,http://mappinggothic.org/building/2053
"Acre, Priory Church of St Mary and All Saints (Unlocated)",,,,,,1190,http://mappinggothic.org/building/2054
"Acre, Church of St Mary of the Carmelites",,,,,,1191,http://mappinggothic.org/building/2055
"Acre, Church of St Mary of the Genoese (Unlocated)",,,,,,1192,http://mappinggothic.org/building/2056
"Acre, Church and Hospital of St Mary of theGermans",,,,32.9219757,35.07888317,1193,http://mappinggothic.org/building/2057
"Acre, Church of St Mary of the Knights (Church of the See of Nazareth)",,,,32.92300237,35.07122278,1194,http://mappinggothic.org/building/2058
"Acre, Palace of the Archbishop of Nazareth",,,,32.92276372,35.07128179,1195,http://mappinggothic.org/building/2059
"Acre, Abbey Church of St Mary Latin",,,,32.92025106,35.06849766,1196,http://mappinggothic.org/building/2060
"Acre, Church of St Mary of the Provençals",,,,32.92055726,35.06939888,1197,http://mappinggothic.org/building/2061
"Acre, Church ofSt Mary of the Square",,,,32.91980075,35.06765544,1198,http://mappinggothic.org/building/2062
"Acre, Abbey Church of the Sisters of St Mary of Tyre",,,,32.9233626,35.07227421,1199,http://mappinggothic.org/building/2063
"Acre, Abbey Church of St Mary of the Valley of Jehoshaphat",,,,32.92098055,35.06840646,1200,http://mappinggothic.org/building/2064
"Acre, Church of St Mary de Vamit (Unlocated)",,,,,,1201,http://mappinggothic.org/building/2065
"Acre, Abbey Church of St Mary Magdalene (Cistercian Nuns)",,,,,,1202,http://mappinggothic.org/building/2066
"Acre, Jacobite Church of St Mary Magdalene",,,,32.92005742,35.07808924,1203,http://mappinggothic.org/building/2067
"Acre, Parish Church of St Michael",,,,32.92390745,35.06796122,1204,http://mappinggothic.org/building/2068
"Acre, Hospitaller Cemetery Chapel of St Michael (Unlocated)",,,,,,1205,http://mappinggothic.org/building/2069
"Acre, Cemetery Chapel of St Nicolas",,,,32.92192617,35.08314788,1206,http://mappinggothic.org/building/2070
"Acre, Church of St Nicolas of the Field of the English",,,,32.91994485,35.07719338,1207,http://mappinggothic.org/building/2071
"Acre, Church of St Peter of the Pisans",,,,32.91908926,35.06881416,1208,http://mappinggothic.org/building/2072
"Acre, Church of St Peter (Order of St Thomas) (Unlocated)",,,,,,1209,http://mappinggothic.org/building/2073
"Acre, Church of St Romanus in the Gardens",,,,32.92323202,35.07874906,1210,http://mappinggothic.org/building/2074
"Acre, Abbey Church of St Samuel",,,,32.92377687,35.07384598,1211,http://mappinggothic.org/building/2075
"Acre, Church of St Sergius (unlocated)",,,,,,1212,http://mappinggothic.org/building/2076
"Acre, Church and Hospital of St Stephen of Hungary",,,,32.92037264,35.07670522,1213,http://mappinggothic.org/building/2077
"Acre, Monastery of St Theodosius (Unlocated)",,,,,,1214,http://mappinggothic.org/building/2078
"Acre, Church and Hospital of St Thomas the Martyr",,,,32.93058944,35.07002115,1215,http://mappinggothic.org/building/2079
"Acre, Church in the Frankish Siege Camp (Unlocated)",,,,,,1216,http://mappinggothic.org/building/2080
"Acre, Chapel (of St Mary?) at the Spring of the Oxen (’Ain al-Baqar, ’Ain al-Baqara)",,,,32.92279974,35.08039594,1217,http://mappinggothic.org/building/2081
"Acre, Cathedral of the Syrian Orthodox (Malkites) (Unlocated)",,,,,,1218,http://mappinggothic.org/building/2082
"Acre, Church and Castle of the Templars",,,,32.92027132,35.06627679,1219,http://mappinggothic.org/building/2083
"Acre, Abbey Church of the Templum Domini (Unlocated)",,,,,,1220,http://mappinggothic.org/building/2084
"Acre, Residence of the Bishop of Tiberias (Uniocated)",,,,,,1221,http://mappinggothic.org/building/2085
"Tyre, Cathedral Church ofthe Holy Cross",,,,33.27032923,35.1953271,1222,http://mappinggothic.org/building/2086
"Tyre, Castle Chapel",,,,,,1223,http://mappinggothic.org/building/2087
"Tyre, Church and House of the Franciscans",,,,,,1224,http://mappinggothic.org/building/2088
"Tyre, Genoese Abbey of Tyre",,,,,,1225,http://mappinggothic.org/building/2089
"Tyre, Church of St Andrew of Jehoshaphat",,,,,,1226,http://mappinggothic.org/building/2090
"Tyre, Church of St Cosmas and St Damian",,,,,,1227,http://mappinggothic.org/building/2091
"Tyre, Church of St Esquerrant",,,,,,1228,http://mappinggothic.org/building/2092
"Tyre, Church of St James",,,,,,1229,http://mappinggothic.org/building/2093
"Tyre, Church and House ofthe Hospital of St John the Baptist",,,,,,1230,http://mappinggothic.org/building/2094
"Tyre, Church of St Julian",,,,,,1231,http://mappinggothic.org/building/2095
"Tyre, Church of St Laurence",,,,,,1232,http://mappinggothic.org/building/2096
"Tyre, House of the Sisters of St Lazarus of Bethany",,,,,,1233,http://mappinggothic.org/building/2097
"Tyre, Church of St Leonard",,,,,,1234,http://mappinggothic.org/building/2098
"Tyre, Church of St Mark",,,,,,1235,http://mappinggothic.org/building/2099
"Tyre, Church of St Martin",,,,,,1236,http://mappinggothic.org/building/2100
"Tyre, Church of St Mary (former Greek Orthodox Cathedral)",,,,,,1237,http://mappinggothic.org/building/2101
"Tyre, Abbey Church of St Mary of Tyre",,,,,,1238,http://mappinggothic.org/building/2102
"Tyre, Church of St Mary of the Greeks",,,,,,1239,http://mappinggothic.org/building/2103
"Tyre, Jacobite Church of St Mary Magdalene (Unlocated)",,,,,,1240,http://mappinggothic.org/building/2104
"Tyre, Cemetery Chapel of St Michael",,,,,,1241,http://mappinggothic.org/building/2105
"Tyre, Church of St Nicolas",,,,,,1242,http://mappinggothic.org/building/2106
"Tyre, Church of St Peter of the Pisans",,,,,,1243,http://mappinggothic.org/building/2107
"Tyre, Chapel of St Saviour",,,,,,1244,http://mappinggothic.org/building/2108
"Tyre, Church (of St Thomas?)",,,,,,1245,http://mappinggothic.org/building/2109
"Tyre, House of the Templars",,,,,,1246,http://mappinggothic.org/building/2110
"Tyre, House of the Teutonic Order",,,,,,1247,http://mappinggothic.org/building/2111
"Jerusalem, Qubbat Sulaiman (Qubbat as-Sakhra as- Saghira, Kursi Isa)",,,,31.77974915,35.23496979,1248,http://mappinggothic.org/building/2114
"Jerusalem, Church of St George (Mar Jarias)",,,,,,1249,http://mappinggothic.org/building/2115
"Cremona, Cathedral",,,,45.13358066,10.02553419,1250,http://mappinggothic.org/building/2116
"Abu Atabi, Mosque",,,,32.93166778,35.08132935,1251,http://mappinggothic.org/building/2126
"Abu Ghosh, Khan",,,,31.80812959,35.1075989,1252,http://mappinggothic.org/building/2127
"Abu Rabah, Mill",,,,,,1253,http://mappinggothic.org/building/2128
"Acre, Jazzar Pasha Mosque",,,,32.92270743,35.07034302,1254,http://mappinggothic.org/building/2129
"Acre, Masjid al-Zaytuniyya",,,,32.92207702,35.06938815,1255,http://mappinggothic.org/building/2130
"Acre, Sinan Pasha Mosque",,,,32.92040191,35.06996751,1256,http://mappinggothic.org/building/2131
"Acre, Jami Malaha (Zahir al-Umar’s Mosque)",,,,32.92065408,35.068959,1257,http://mappinggothic.org/building/2132
"Acre, Maqam Shaykh Ghanim",,,,32.91947428,35.06833673,1258,http://mappinggothic.org/building/2133
"Acre, Madrasa of Zahir al’Umar",,,,32.92282451,35.06980658,1259,http://mappinggothic.org/building/2134
"Acre, Hammam al-Sha’bi",,,,32.92026682,35.06850839,1260,http://mappinggothic.org/building/2135
"Acre, Khan al-Faranj",,,,32.9209873,35.06995678,1261,http://mappinggothic.org/building/2136
"Acre, Khan al-’Umdan",,,,32.91996061,35.06916285,1262,http://mappinggothic.org/building/2137
"Acre, Khan al-Shuna",,,,32.91993359,35.06826162,1263,http://mappinggothic.org/building/2138
"Acre, Suq al-Abyad",,,,32.92280649,35.07153392,1264,http://mappinggothic.org/building/2139
"Acre, Suq al-’Atm (or Qutn?)",,,,32.92256334,35.07097602,1265,http://mappinggothic.org/building/2140
Masjid al-Raml,,,,32.92202749,35.07068634,1266,http://mappinggothic.org/building/2145
Khan al-Shawarda,,,,32.92186763,35.0714159,1267,http://mappinggothic.org/building/2146
Jami’ al-Majdala,,,,,,1268,http://mappinggothic.org/building/2147
"Acre, Ghazzalin",,,,32.92291456,35.068959,1269,http://mappinggothic.org/building/2148
"Ramla, Bir al-’Anaiziya (Cistern)",,,,31.9317151,34.87087423,1270,http://mappinggothic.org/building/2149
Test Building,,,,,,1271,http://mappinggothic.org/building/2150
